Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Adversarial Age Prediction,Adversarial Gender Prediction
908,0,[36.971268],[-1.8026065  0.5482071],[22.193556],[-0.7347463   0.76399004]
908,1,[35.470154],[-1.9199508  1.0318115],[59.638767],[-3.250475   1.9884837]
909,0,[27.167835],[-0.18894877 -0.20590724],[64.72957],[-2.0184743  3.6533663]
909,1,[31.835505],[-0.6741257   0.34755194],[24.87114],[-0.01458733 -0.07871523]
910,0,[28.791405],[ 0.24522555 -0.59358454],[54.814655],[-3.2415564  0.7105269]
910,1,[36.54272],[-1.3179728  0.3538937],[40.572395],[-1.5492219  -0.86840343]
911,0,[32.895187],[-0.7177353 -0.2720815],[22.80283],[-0.27007633 -0.18217403]
911,1,[43.54901],[-2.2880874  -0.04904644],[33.392525],[-0.81171   -1.0262544]
912,0,[46.043488],[-1.2537556  1.9859903],[25.882406],[0.295163   0.41636413]
912,1,[28.630272],[-2.2126956   0.44833976],[55.62297],[-1.9406828  0.9380532]
913,0,[24.682089],[ 0.21275418 -0.4781903 ],[62.74018],[-5.1244726  0.4124385]
913,1,[32.06781],[-1.0363022   0.33004373],[24.161095],[-0.7812738  -0.37538666]
914,0,[45.752056],[-1.6607201  1.5512398],[42.650898],[-2.0560517  -0.07869551]
914,1,[27.588408],[-0.90966094 -1.4550664 ],[29.270096],[-0.9099755 -0.8172168]
915,0,[48.0125],[-2.1605225  0.6021113],[24.22874],[-1.0118951  -0.76040953]
915,1,[41.64382],[-2.363739   0.9832061],[37.580467],[-1.4161007  -0.33048904]
916,0,[36.92841],[-1.2669364 -0.392923 ],[59.992867],[-2.6107316  1.0540385]
916,1,[35.526318],[-1.2052666 -0.257839 ],[23.522974],[ 0.10713972 -0.82921594]
917,0,[34.264194],[-0.49725592 -0.01954938],[39.97064],[-0.6553241   0.44198275]
917,1,[37.53673],[-0.7074799  1.1856271],[25.249224],[0.1951588 0.5947393]
918,0,[30.855902],[-0.9521347  0.287107 ],[69.704346],[-6.545117    0.35477632]
918,1,[33.377914],[-0.8528415  0.2559455],[22.783566],[-0.9431206  -0.03997565]
919,0,[38.165283],[-0.5579642 -1.8734635],[27.233904],[-0.79709893  0.04346249]
919,1,[21.096155],[-1.4496882  -0.13510768],[34.55396],[-2.3446243   0.12727101]
920,0,[27.038927],[-1.3101535  0.5807432],[61.802353],[-3.4620423  0.2926805]
920,1,[32.330612],[-1.9320258   0.22734152],[28.581102],[ 0.26620972 -1.0397267 ]
921,0,[29.97454],[-1.1689429  -0.15354571],[61.866745],[-4.663383   3.2760901]
921,1,[36.123844],[-1.5279025   0.94218034],[22.567936],[-0.10106473 -0.582142  ]
922,0,[28.032688],[-1.6159902 -0.7208191],[25.425468],[-0.22623678  0.22042032]
922,1,[34.596363],[ 0.17489782 -0.24520198],[24.267681],[ 0.22573988 -0.5771264 ]
923,0,[31.540415],[-0.07563789 -0.2699374 ],[43.09227],[-2.9030197  -0.41531664]
923,1,[34.508568],[-0.91867137  1.0718831 ],[22.328585],[-0.8216523 -1.1520014]
924,0,[32.095146],[-1.8861953   0.22180597],[48.262703],[-2.6654992  1.6097811]
924,1,[31.725471],[-0.8521298   0.65922487],[55.7347],[-1.7306527  2.2337413]
925,0,[32.908417],[-0.4301635   0.06973757],[30.400814],[-0.53540576  0.02687503]
925,1,[33.76137],[-1.899319    0.25454324],[41.59375],[4.184076  2.2147186]
926,0,[26.631676],[-1.2011989   0.29537475],[38.666573],[-0.8113359  0.626405 ]
926,1,[42.22462],[-3.4955235  1.0069162],[59.661987],[-4.1936417   0.97721285]
927,0,[31.164537],[-1.5854366   0.34678078],[75.343],[-4.833527   0.8856197]
927,1,[30.866207],[-2.089734    0.79124004],[25.793907],[ 0.02824223 -0.9657505 ]
928,0,[32.005722],[-0.44123387  0.48920894],[71.51541],[-5.8125095  2.4638145]
928,1,[28.96534],[-1.6252753   0.98876756],[31.16248],[-0.5336214 -0.6335115]
929,0,[34.29911],[-0.6963819  1.1453965],[34.707104],[-0.1682129  0.6027591]
929,1,[33.349655],[-1.3102127  -0.58071905],[24.479193],[-0.5307668  -0.35307664]
930,0,[30.882135],[-0.9222827  0.4936301],[25.145634],[-0.83742726 -0.7089736 ]
930,1,[31.71624],[-1.7010623   0.18485801],[70.16578],[-6.901633    0.99494416]
931,0,[30.069487],[-0.67897594  0.93340105],[70.58247],[-3.675332   1.5837028]
931,1,[31.661627],[-2.305264   -0.54570407],[27.822184],[-0.87356055  0.00577863]
932,0,[44.490013],[-2.3961363   0.46209514],[51.527775],[-2.2364323  0.4315974]
932,1,[43.51743],[-0.5171732  1.4937614],[47.439594],[-2.1043382   0.92110234]
933,0,[35.826206],[-1.6873864   0.11041655],[30.525982],[ 0.08018044 -1.0538661 ]
933,1,[26.17651],[-0.5842068  -0.05530459],[65.10754],[-5.0057435  0.4690138]
934,0,[35.478043],[-2.2980018   0.21538113],[30.041048],[-0.31980193 -0.25374532]
934,1,[27.347067],[ 0.5897632  -0.09947157],[25.039173],[ 1.147294  -1.1049598]
935,0,[27.409105],[-0.22325881 -0.52322847],[49.9231],[-2.4701393  0.7425389]
935,1,[34.169037],[-1.9884399  0.5229059],[51.186584],[-5.223448  -0.5739789]
936,0,[57.75876],[-2.8632      0.33348757],[53.86593],[-2.1959105  1.8704967]
936,1,[28.854387],[-0.42054528  0.60891414],[52.570587],[-1.7907231   0.05162835]
937,0,[26.943733],[-0.70497257  0.2378443 ],[31.971176],[ 0.21148068 -0.789     ]
937,1,[52.92708],[-2.2492876   0.09252144],[60.091167],[-3.9816031   0.66249204]
938,0,[37.406532],[-0.25701725  1.461326  ],[63.88417],[-3.0968304  3.7224677]
938,1,[32.49949],[-0.08764349 -0.05001578],[23.308956],[ 0.36040223 -0.5771512 ]
939,0,[37.560997],[-1.0728945  1.2045252],[32.50229],[-1.7115673  -0.41132328]
939,1,[52.88704],[-2.2657275   0.36469156],[27.938562],[-0.7573432   0.11632399]
940,0,[37.226494],[-1.7588751  -0.45314604],[80.085976],[-4.2335725   0.81378883]
940,1,[32.387043],[-1.822559   0.5351975],[27.536734],[-0.990446   0.5512108]
941,0,[33.510582],[-0.29249746  0.24256979],[52.95074],[-1.6204828  0.8832218]
941,1,[33.749046],[-1.3600771  -0.73582774],[23.846903],[ 0.26994443 -0.66605633]
942,0,[35.682274],[-1.5772096   0.56298363],[26.226273],[-0.7133207  -0.43345302]
942,1,[25.89104],[-0.7972814 -0.3364963],[56.331036],[-3.8637652  -0.00802572]
943,0,[25.445442],[ 1.2478712  -0.15866768],[91.09821],[-7.497422   3.1974483]
943,1,[35.7412],[-1.8586     1.5333896],[25.054426],[-1.2111336  -0.33648732]
944,0,[37.71028],[-1.2836299   0.39799106],[53.242325],[-3.1821728 -0.6312071]
944,1,[26.847393],[-0.585254  -0.6557355],[28.267876],[-1.9372238e+00  1.3333410e-03]
945,0,[30.89104],[-1.9156932  0.0391597],[30.583403],[-0.4430142  -0.31195825]
945,1,[44.2346],[-2.0964408  0.6447094],[26.034521],[ 0.79812264 -0.30111855]
946,0,[28.113113],[-1.6520969  0.4151351],[25.797827],[-0.26673597  0.88106245]
946,1,[32.358753],[-2.5572803  1.5065804],[28.279247],[-1.7052855  1.2166067]
947,0,[35.630806],[-1.8724006  1.0711145],[31.897688],[-0.19467853 -0.7891306 ]
947,1,[36.34563],[-1.6885452   0.82759386],[27.896034],[-1.3611077   0.09097458]
948,0,[28.281227],[-2.1692533  -0.13656855],[53.59818],[-3.6677299  2.0357716]
948,1,[34.314842],[ 0.08630283 -0.5353982 ],[53.315086],[-3.5874612   0.36997455]
949,0,[33.303017],[-0.8683442  -0.65315276],[80.057],[-4.304167   0.3031268]
949,1,[60.24876],[-5.3036113  -0.03025839],[24.741053],[-0.29140526  0.21951039]
950,0,[29.85406],[-1.1360495  0.444084 ],[49.013554],[-2.568023   1.0728023]
950,1,[27.732183],[-0.5491513  -0.21145806],[48.593807],[-2.8824296  0.3832457]
951,0,[30.549656],[-0.13410409 -0.14891581],[73.44398],[-6.6267595  3.3910506]
951,1,[32.26248],[-0.9856316 -0.8977682],[24.39768],[ 0.81823206 -0.52722746]
952,0,[28.496643],[-1.4495994   0.76717764],[26.665308],[-0.8719369  0.2353868]
952,1,[37.70858],[-1.1842645   0.02497531],[63.8271],[-4.131444   3.3532534]
953,0,[31.190529],[-1.6330801 -1.0224162],[26.05392],[-0.23906897  1.1659877 ]
953,1,[38.70713],[-1.8268636   0.52631885],[30.809504],[-0.6832752  -0.02365549]
954,0,[29.45518],[-0.6546103  -0.91029596],[57.08442],[-1.4450349   0.89862937]
954,1,[44.147255],[-2.5578046   0.14825381],[27.35275],[ 0.17576034 -0.52682525]
955,0,[38.19424],[-2.5628128  1.2899612],[79.45684],[-5.1730056  2.5112407]
955,1,[28.715012],[-0.850937    0.37144762],[29.640266],[-1.2855421  1.2232188]
956,0,[39.285637],[-1.0299135   0.14537178],[28.196907],[-1.106536  -0.8361151]
956,1,[37.51502],[-1.616951    0.94045323],[34.383728],[-1.6962905  0.5951022]
957,0,[36.642292],[-1.952587  -0.5702441],[29.254583],[ 0.25296122 -0.6387034 ]
957,1,[55.74549],[-4.274666  -0.9254904],[28.186403],[-0.61098254 -0.0334848 ]
958,0,[35.418503],[-1.2589453  0.6857199],[49.768204],[-4.2023215  -0.44633472]
958,1,[28.85012],[-1.5143293   0.65192133],[23.891117],[-0.8796443 -1.3228043]
959,0,[39.08257],[-1.5685295  1.4326146],[66.45051],[-5.1811757  2.371147 ]
959,1,[22.432682],[0.06135418 0.97385484],[25.539019],[ 0.09987415 -1.3727494 ]
960,0,[31.040329],[-2.589896   -0.68929416],[21.790997],[-0.09478308 -0.70764476]
960,1,[31.880608],[-0.95660245  0.53183836],[50.77279],[-4.4302607  2.1086636]
961,0,[47.473087],[-1.6392041  -0.11720313],[23.611462],[-0.94713056  0.11247201]
961,1,[30.839426],[-0.2722137  1.4308362],[68.326675],[-5.7031407 -0.3004548]
962,0,[32.104095],[-1.2512995  0.5166337],[26.41915],[-0.49533826 -0.34070182]
962,1,[31.425884],[-0.87128806  0.00283971],[31.944132],[-0.1934856  1.1224482]
963,0,[35.807816],[-1.7524513   0.16035227],[77.33089],[-4.8596473  1.295953 ]
963,1,[35.990513],[-1.2622694  2.5879176],[24.75236],[-0.26213038 -1.538426  ]
964,0,[43.93734],[-2.3348732   0.48078245],[26.397812],[-1.2931317  0.19469  ]
964,1,[33.573093],[-1.4653476  1.3333383],[64.22227],[-5.884411   2.2515445]
965,0,[63.814606],[-4.2557654  2.477525 ],[25.581821],[0.1119199 1.1644197]
965,1,[36.7191],[-0.95504737  1.0239754 ],[68.65658],[-3.7276878  2.950225 ]
966,0,[31.845293],[-1.1986753  -0.45687157],[65.09155],[-4.282243   -0.35397083]
966,1,[33.580273],[-1.474795  -1.0284466],[24.008608],[ 1.5654349 -1.3066773]
967,0,[36.618477],[-1.0917877  0.5692113],[28.779432],[-0.858384   -0.43484098]
967,1,[28.192255],[0.49856418 0.61547905],[26.23501],[ 1.3486346  -0.70885915]
968,0,[41.856514],[-2.3196769   0.02222063],[55.5552],[-3.4490924   0.84671503]
968,1,[34.048706],[-1.0969765  -0.62470317],[29.90569],[-0.69960225  0.01237439]
969,0,[31.531282],[-1.9023958  0.5208909],[44.774326],[-3.0668836  1.6185718]
969,1,[30.850529],[-0.0819896 -0.1583467],[53.449398],[-2.0332634  -0.17690758]
970,0,[33.49926],[-1.1962973 -0.546346 ],[24.256018],[-0.65414757  0.17608838]
970,1,[44.49347],[-4.088051   0.5163079],[64.16547],[0.3213361 2.249801 ]
971,0,[35.157417],[-1.4869508   0.53406906],[32.196476],[-0.7494681 -0.5075233]
971,1,[30.344208],[-0.3440312  0.7514007],[36.62679],[-1.5639904  1.437383 ]
972,0,[31.488955],[-2.6903048   0.71337193],[26.565845],[-0.11763175 -0.6804726 ]
972,1,[29.281385],[-1.569727   1.4802336],[29.667755],[-1.7143515 -0.281099 ]
973,0,[27.259775],[-0.17243125 -0.3438121 ],[26.488342],[0.34303555 0.13812082]
973,1,[34.71805],[-1.5385447   0.31174386],[24.688671],[-1.115805   -0.29593107]
974,0,[38.236443],[-0.87857985 -0.26025152],[54.288364],[-5.1235056 -1.6823965]
974,1,[26.905682],[-0.8005429   0.60510385],[63.16479],[-5.4516625   0.19124053]
975,0,[27.662426],[-0.21531938 -0.9607498 ],[51.22146],[-2.2148108  1.1412942]
975,1,[36.294106],[-2.508272  1.181452],[46.09115],[-2.5699482  1.3678505]
976,0,[30.657333],[-0.97828794  0.8616567 ],[26.953913],[-1.0042489  0.6647701]
976,1,[39.61273],[-2.0224733   0.42377162],[31.132214],[-1.1459413  0.1224602]
977,0,[37.40713],[-1.8501691  0.810334 ],[32.64939],[-0.66280746 -0.1739632 ]
977,1,[31.411125],[-1.8832563 -0.7368855],[32.34052],[-0.30320722  0.30688745]
978,0,[34.793266],[-1.1636103   0.31289804],[27.106766],[-0.90018463 -0.1234086 ]
978,1,[36.432796],[-1.0802788 -0.6045636],[65.4074],[-5.037967   0.8992447]
979,0,[36.43723],[-0.4308675  1.2009197],[67.0909],[-4.3579035  1.0794847]
979,1,[30.962486],[0.4832934  0.13084008],[26.469568],[-1.2214354 -0.5490221]
980,0,[40.50644],[-2.727037   1.5596591],[29.380459],[-2.0297368 -0.5642429]
980,1,[36.92879],[-2.1828341   0.02785061],[28.404825],[-0.66609085  0.8091279 ]
981,0,[53.754383],[-2.7174637  0.5902581],[81.0578],[-2.7163808  2.8380716]
981,1,[29.483006],[-0.38054103  1.4510465 ],[29.374325],[-0.03528006 -0.31851095]
982,0,[32.10524],[0.5366745 1.5962484],[11.71573],[2.3737352 1.7789483]
982,1,[37.452633],[-2.7336352  1.3371038],[64.37326],[-2.9525042  2.3499784]
983,0,[40.085506],[0.23196499 1.0936097 ],[26.350067],[-1.3416708  -0.60121775]
983,1,[37.246666],[-1.3801585   0.38592303],[32.727005],[-2.4966025  -0.04211055]
984,0,[32.381077],[-0.5442016   0.35017508],[54.87907],[-2.8989472  4.4343185]
984,1,[30.478308],[-0.558501   -0.12669884],[53.82933],[-2.8940694  1.0072702]
985,0,[39.549137],[-2.2185113  0.831531 ],[35.367805],[-1.4539671  -0.03097387]
985,1,[35.16021],[-0.8366691  0.4836672],[37.958282],[-2.6420534   0.36863166]
986,0,[27.474737],[-0.2330529   0.48111767],[39.954914],[-2.234921   1.8796029]
986,1,[42.78046],[-3.480465   1.0965923],[63.510696],[-5.0221624   0.81209916]
987,0,[46.8741],[-2.7945588   0.40193623],[32.564568],[-2.283394    0.92605835]
987,1,[29.33002],[-0.60875696  0.29086602],[26.820879],[-1.029063   0.6215368]
988,0,[52.975292],[-4.3806515   0.06915815],[50.652252],[-3.53398  -0.724255]
988,1,[28.726349],[-0.7770735  -0.27464497],[42.92983],[-1.6423618  1.4057311]
989,0,[37.37988],[-0.6961936  -0.11684908],[29.597086],[-1.7267795  -0.46914065]
989,1,[23.948652],[-0.15860973 -1.5554676 ],[34.98786],[-3.0445905   0.35523313]
990,0,[33.104675],[-0.03162996  0.3267076 ],[32.58947],[-0.6548578  0.9940626]
990,1,[31.446177],[-0.288929  -1.2901522],[31.305641],[-1.7721552   0.03107369]
991,0,[35.453117],[-0.39661247  0.40103614],[23.69015],[ 0.12076731 -0.17028601]
991,1,[33.399788],[-0.67717993 -0.80730426],[27.069193],[-1.0010086   0.24701734]
992,0,[35.397724],[-2.3589005  0.9719811],[36.41601],[-2.9394808  1.0970235]
992,1,[34.14917],[-1.4310338   0.99423593],[28.48724],[-0.70259565 -1.0469327 ]
993,0,[48.72656],[-1.7864784  -0.06605169],[29.637396],[-0.0562055  -0.00953585]
993,1,[35.46898],[-0.592685   1.9271386],[29.808],[-0.65128356  0.2644887 ]
994,0,[29.398905],[-1.7153333   0.16203077],[41.364567],[-1.656096   1.6266186]
994,1,[32.27561],[-2.383348    0.56703687],[55.459343],[-1.4356688  0.8021227]
995,0,[39.923225],[-1.2678984  1.6227549],[31.469841],[-0.42681658 -0.11060648]
995,1,[27.858494],[-1.0790783  -0.02302618],[25.303932],[-0.6023417 -0.7601982]
996,0,[30.98183],[ 0.23542313 -1.0405571 ],[26.661377],[-1.2960738  -0.10395828]
996,1,[27.87718],[-1.4048856  0.2887773],[61.628357],[-3.2971454  -0.99219525]
997,0,[30.910261],[-1.6117992  -0.06094466],[55.852005],[-4.838132   1.6900992]
997,1,[33.724213],[-1.0977975 -1.9091171],[28.813066],[ 0.30768114 -0.4674514 ]
