Epoch,Image Index,Original Age Prediction,Original Gender Prediction,Noisy Age Prediction,Noisy Gender Prediction,Rotation Age Prediction,Rotation Gender Prediction,Brightness Age Prediction,Brightness Gender Prediction,Contrast Age Prediction,Contrast Gender Prediction
303,1,[39.860214],[-2.1040876  0.7890658],[34.32674],[-1.7193542  0.541657 ],[38.246326],[-1.6713728   0.45561904],[36.12596],[-1.4212414   0.44181573],[33.325005],[-1.23096    0.2873178]
303,2,[34.271076],[-1.6788106  0.5321713],[31.155891],[-1.3899876  0.3982969],[34.985706],[-1.45405     0.50309587],[37.532658],[-1.3972219  0.2081442],[37.221428],[-1.3086921   0.12953486]
303,3,[29.942656],[-0.98991954  0.00753425],[30.567392],[-1.0676233   0.09754445],[27.843365],[-0.8456719   0.03587078],[37.316868],[-1.521463   0.3151434],[36.136383],[-1.4998081  0.3748148]
304,0,[22.16873],[ 0.1844764  -0.53202504],[21.761963],[ 0.28719658 -0.5187355 ],[39.25515],[-2.0200374  0.6908155],[36.328743],[-1.5863812   0.50063723],[40.94695],[-1.9419011   0.62720805]
304,1,[57.923065],[-3.449427   1.1457765],[61.45735],[-3.898108   1.2954549],[43.814552],[-2.0043395   0.50662816],[44.497005],[-1.857328   0.3496341],[47.565414],[-2.1526124  0.497577 ]
304,2,[32.244328],[-1.268538    0.22652747],[27.196201],[-0.6737177   0.00770028],[39.040977],[-2.213987   0.9594118],[35.55324],[-1.1465404   0.08080712],[35.76685],[-1.0849619   0.03563841]
304,3,[33.601536],[-1.2979634   0.33548647],[33.517536],[-1.30015     0.36886996],[40.89718],[-2.0044935   0.64131075],[37.531353],[-1.4705192   0.30765325],[37.553112],[-1.4954888   0.32418507]
305,0,[33.747425],[-1.3651853  0.2610911],[34.232307],[-1.4749569  0.4458863],[31.461618],[-0.9960425   0.20480372],[35.77046],[-1.4889964   0.41095167],[36.290176],[-1.520032    0.44143677]
305,1,[37.100563],[-1.6963176  0.6709016],[38.405384],[-1.9860557   0.76304543],[32.20807],[-1.326789    0.39335996],[38.863716],[-1.7783638   0.56738997],[38.616657],[-1.7346351   0.53236103]
305,2,[42.659325],[-1.789041    0.39728528],[36.170334],[-1.4078901   0.30745935],[33.904396],[-1.1176335   0.20302378],[37.51335],[-1.3270088   0.25793862],[36.10158],[-1.2230433   0.20668797]
305,3,[35.198788],[-1.4133056  0.5084658],[34.165035],[-1.5226347  0.4968694],[47.27767],[-2.441728    0.73798656],[36.35845],[-1.5260278   0.38421482],[36.382202],[-1.5266984   0.34902066]
306,0,[28.39601],[-0.83956003  0.04643801],[32.794624],[-1.318587    0.33398092],[35.569332],[-1.6359508   0.48673332],[35.949802],[-1.3508786  0.4087212],[38.298862],[-1.5243886   0.43763995]
306,1,[34.979584],[-1.4720031  0.4360537],[34.93609],[-1.5748056  0.5793622],[34.464046],[-1.4914414   0.50729233],[36.304504],[-1.3714471   0.28676593],[33.875748],[-1.1580988   0.20314698]
306,2,[36.895473],[-1.5908048   0.46505326],[32.173355],[-1.152609    0.27096647],[35.00375],[-1.3038673   0.28621227],[44.968],[-2.1117315   0.47783738],[41.94744],[-1.8282939   0.36748767]
306,3,[35.81121],[-1.198704    0.16623922],[36.497448],[-1.3694457  0.2306164],[33.371246],[-1.1405243   0.29367566],[33.963142],[-1.1522527   0.18108793],[33.847946],[-1.1533042  0.1807654]
307,0,[54.907955],[-3.0475144  0.9259921],[51.703365],[-3.0181687  1.0257201],[36.127518],[-1.5214453  0.5026516],[34.987762],[-1.2900978  0.303733 ],[42.980793],[-1.8965579   0.52199405]
307,1,[22.512012],[ 0.11907424 -0.356234  ],[21.991833],[ 0.11620148 -0.35448772],[34.281982],[-1.4992324   0.54506385],[30.391047],[-0.79514885 -0.00247134],[29.33163],[-0.70483446 -0.02552815]
307,2,[41.281662],[-1.962427   0.5017045],[39.15933],[-1.9256607  0.5735137],[38.241043],[-1.6424857  0.4895097],[36.02511],[-1.4628245   0.38536018],[34.36199],[-1.2458024   0.23704313]
307,3,[29.280836],[-0.83158267 -0.13061792],[24.652813],[-0.2769149  -0.36573905],[33.404213],[-1.4273014   0.40207148],[33.742706],[-1.1083299   0.18199076],[33.425],[-1.1244471  0.0522121]
308,0,[34.379906],[-1.583483    0.45784461],[28.356867],[-0.89134777  0.12514074],[38.162174],[-1.9105369   0.78461784],[35.797653],[-1.439558   0.3969441],[35.871735],[-1.4605712   0.42442608]
308,1,[38.570072],[-1.7909074   0.66019017],[34.9248],[-1.4496132  0.4673372],[32.820114],[-1.2993057   0.33247876],[35.111702],[-1.0723482   0.10614215],[37.215836],[-1.4686235  0.2708298]
308,2,[26.560452],[-0.6115516 -0.5480091],[31.525343],[-1.1411172  -0.11082913],[41.82933],[-1.7626456  0.4017039],[24.275179],[-0.2421851 -0.5084954],[27.222996],[-0.70395297 -0.26491794]
308,3,[31.451122],[-1.1761569   0.18165655],[32.662064],[-1.2974851   0.32218492],[29.151016],[-0.83947194  0.0956258 ],[34.785908],[-1.2270222  0.2582339],[34.91333],[-1.3102788  0.334929 ]
309,0,[28.26128],[-0.82578826 -0.00765361],[25.523235],[-0.5076922  -0.08014798],[35.194824],[-1.5243194   0.48898858],[33.30151],[-1.2927471   0.38134402],[31.163008],[-0.9831753   0.25438255]
309,1,[32.902363],[-1.5160133  0.3596707],[36.371033],[-2.0359304   0.70901465],[42.004745],[-2.170479   0.7807658],[36.122948],[-1.5630158   0.45612007],[35.805878],[-1.5555686  0.4747864]
309,2,[33.48892],[-1.5835571   0.49578863],[35.49328],[-1.7541533   0.66335815],[32.14541],[-1.1694882   0.27103668],[35.187824],[-1.3123513   0.31485087],[35.70824],[-1.2397511   0.24196626]
309,3,[39.48541],[-1.841297    0.56158584],[38.098682],[-1.7166023  0.582797 ],[38.219025],[-1.7339453  0.4884712],[40.514194],[-1.8240834   0.58693874],[42.210957],[-1.8940736  0.559097 ]
310,0,[72.80891],[-4.772643   1.6160463],[63.945076],[-4.0794897  1.4132028],[36.95681],[-1.6444545  0.5780568],[47.268826],[-2.5584576   0.85951406],[43.806095],[-2.232768    0.75295115]
310,1,[30.803032],[-1.0378062   0.07305999],[33.16779],[-1.443643   0.2908324],[33.01487],[-1.2326044   0.22462495],[34.665047],[-1.0910428   0.01202847],[36.0481],[-1.2482053   0.09297659]
310,2,[30.48363],[-1.0928904   0.16957404],[28.54758],[-0.7982932   0.07998005],[34.61976],[-1.4206586   0.37443572],[39.080242],[-1.7938008   0.53293437],[38.9364],[-1.7617549  0.5059836]
310,3,[36.986126],[-1.7517442   0.59763724],[35.394566],[-1.5764394   0.52839273],[40.184734],[-1.9326149  0.6812273],[36.639297],[-1.4300264   0.36627638],[36.996986],[-1.5207669  0.4352526]
311,0,[30.99941],[-1.1458116   0.21177478],[32.878258],[-1.2879      0.33699876],[27.308569],[-0.6331541  -0.06856651],[33.953087],[-1.0807909   0.03171153],[33.650997],[-1.0355709   0.02143653]
311,1,[47.733612],[-2.4380705  0.6459461],[42.62649],[-2.0440698  0.5387908],[38.036163],[-1.7134281  0.5265315],[39.81554],[-1.5110174   0.25502276],[40.695095],[-1.686776    0.33251572]
311,2,[39.98119],[-2.166874   0.8303875],[40.086063],[-2.1919582  0.9357328],[39.61138],[-1.8726076  0.5675101],[35.37983],[-0.92015314 -0.05488451],[35.437195],[-0.95414543 -0.0575849 ]
311,3,[29.523613],[-0.76177543  0.00325178],[29.973425],[-0.9722847   0.14740504],[37.186226],[-1.8013953   0.58205223],[35.558475],[-1.3698255   0.37046134],[40.473686],[-1.745732    0.51236224]
312,0,[49.02871],[-2.4225388  0.5662557],[42.399944],[-1.9241592   0.44478607],[45.264843],[-2.0439436   0.43587035],[53.391098],[-2.9720201  0.7673684],[55.948544],[-3.2082736   0.85783416]
312,1,[30.372696],[-0.83813703  0.02739562],[29.89596],[-0.88769567  0.08018348],[35.286324],[-1.30634     0.22483163],[31.199715],[-0.98928463  0.12482019],[34.54437],[-1.1881145   0.22246753]
312,2,[41.493076],[-1.9878587   0.58623195],[42.998985],[-2.1881511   0.71091634],[40.43953],[-1.7829492  0.5511265],[35.905315],[-1.1112528   0.04145731],[34.984673],[-1.0202547  -0.02102189]
312,3,[40.288445],[-2.0776343   0.72373205],[38.208565],[-1.9497553  0.6788978],[35.336063],[-1.7841859  0.7303918],[38.522934],[-1.7381666  0.5377755],[38.96258],[-1.737053    0.51174587]
313,0,[48.82103],[-2.8728385  1.1300273],[46.957657],[-2.7197356  1.093166 ],[34.720863],[-1.5148641   0.46568203],[36.87919],[-1.4093797  0.4066068],[36.17302],[-1.342516    0.39308798]
313,1,[28.746737],[-0.4333986  -0.17082474],[24.475393],[-0.13381313 -0.35912484],[36.314056],[-1.647836   0.6339139],[27.624895],[-0.48408198 -0.19557789],[28.032204],[-0.57036465 -0.16691399]
313,2,[45.08872],[-2.374855    0.73275083],[36.059933],[-1.7372109   0.51593965],[47.267334],[-2.4429889  0.6834846],[45.969997],[-2.2565167  0.6968654],[49.36773],[-2.565199    0.80178404]
313,3,[35.368885],[-1.5988513  0.500157 ],[34.88577],[-1.6568881   0.58595693],[34.50063],[-1.3405684   0.30826586],[41.958485],[-1.8358518   0.41953975],[40.648327],[-1.7282275   0.38428128]
314,0,[30.274132],[-0.8257464  0.2529394],[26.986765],[-0.5602729   0.04034798],[33.231922],[-1.2611513  0.330216 ],[38.565376],[-1.6138332  0.5935493],[37.472965],[-1.469599   0.4666499]
314,1,[34.141644],[-1.4675868   0.43124288],[35.17154],[-1.6890532  0.5800695],[35.18777],[-1.1252121  0.1263917],[40.927486],[-2.2286625   0.86130816],[41.075573],[-2.1551654  0.8050967]
314,2,[26.303928],[-0.40182716 -0.28025693],[26.036785],[-0.4512241  -0.19599408],[34.865036],[-1.3843625  0.3501547],[35.90735],[-1.5575228   0.42168432],[36.584835],[-1.5970333   0.44286996]
314,3,[41.86439],[-1.8870953   0.64541656],[36.844738],[-1.7062836   0.58774084],[37.78822],[-1.7301856  0.4450292],[46.068634],[-2.2909489  0.6742747],[44.831615],[-2.2225661  0.6560701]
315,0,[30.781782],[-1.1240569   0.14239208],[30.473547],[-1.1596737  0.1725619],[37.61674],[-1.5745697   0.39070183],[32.366524],[-0.93778396  0.08247049],[32.504772],[-0.92827904  0.10454522]
315,1,[26.714548],[-0.4846627  -0.16969858],[28.850677],[-0.8421234   0.05234312],[34.091244],[-1.3918034   0.35339725],[35.906128],[-1.4683281  0.318946 ],[35.552227],[-1.3906153   0.24655055]
315,2,[40.472866],[-2.0142088  0.5956385],[41.045162],[-2.0937288   0.64810485],[41.35232],[-2.194701   0.7804188],[38.100063],[-1.6163032  0.3947333],[38.518536],[-1.6284089  0.4120142]
315,3,[32.52143],[-1.182311    0.26320446],[30.376617],[-0.9154184   0.14245062],[29.177654],[-0.9156636   0.17411937],[35.028362],[-1.397111    0.38175368],[34.925404],[-1.4355242   0.43845856]
316,0,[42.75982],[-2.5147018  1.0186665],[39.865253],[-2.3620393  1.0080019],[36.511322],[-1.6164116   0.58404416],[36.874535],[-1.4166068  0.2789089],[34.819504],[-1.131672    0.12055464]
316,1,[28.675932],[-0.8686242   0.02030231],[26.836182],[-0.61290824 -0.05318534],[35.244022],[-1.4937836   0.25207615],[31.17642],[-1.2608316   0.09839188],[33.572456],[-1.4364519   0.21366175]
316,2,[35.631443],[-1.2961619  0.3802768],[36.89861],[-1.6476203   0.59798324],[37.396915],[-1.7226743   0.52682626],[34.261436],[-1.1320907   0.18596606],[36.22401],[-1.2241855   0.14300175]
316,3,[36.69252],[-1.6901723   0.53547895],[34.005882],[-1.4834809   0.47396576],[33.22786],[-1.2825742   0.29808158],[34.460217],[-1.1090066   0.14508967],[34.116497],[-1.1109698   0.14934985]
317,0,[46.58329],[-2.5542338   0.94199234],[54.702797],[-3.3254378  1.1623844],[37.19012],[-1.8467141  0.6398742],[40.794617],[-1.726282    0.51376706],[41.240456],[-1.7850109  0.5522116]
317,1,[54.16685],[-3.1284168  1.0053561],[56.0406],[-3.3547862  1.1231853],[37.314568],[-1.7935773  0.7226492],[60.39772],[-3.425871    0.93436724],[56.52498],[-3.0912442  0.8304231]
317,2,[46.371864],[-2.3123825  0.7077487],[43.55568],[-2.1782687   0.67417806],[44.023697],[-2.0844452   0.61699957],[36.96851],[-1.5519664   0.42342037],[36.481422],[-1.5797186   0.47087157]
317,3,[35.79908],[-1.4249308   0.41054928],[33.21886],[-1.3506957   0.37737697],[34.333782],[-1.4425439   0.36672264],[36.052174],[-1.634911    0.46701545],[35.83458],[-1.545688   0.4576341]
318,0,[34.034004],[-1.4354218  0.3806315],[33.678448],[-1.373537   0.3168894],[34.23946],[-1.4105184  0.4302982],[35.246887],[-1.2686126   0.25835532],[35.511036],[-1.3338645   0.31467158]
318,1,[35.99456],[-1.6594579   0.58715826],[36.895897],[-1.8159207  0.6670649],[35.6227],[-1.4897635   0.31907094],[34.77179],[-1.2845399   0.20671244],[34.650944],[-1.2213796   0.19756608]
318,2,[36.667725],[-1.684003    0.44916278],[36.942196],[-1.77473    0.5421415],[37.786987],[-1.6781011  0.35056  ],[40.072273],[-1.7656285   0.43594223],[38.52699],[-1.5588564   0.35518676]
318,3,[57.716724],[-3.938942   1.4930975],[50.071846],[-3.1355567  1.195235 ],[36.19484],[-1.6317568   0.58057904],[33.362495],[-0.9237834  -0.04895582],[33.375973],[-0.92303956 -0.04996227]
319,0,[30.915167],[-1.2085423  0.1444133],[25.141857],[-0.46254462 -0.16194075],[35.640205],[-1.4137839   0.41711855],[30.354584],[-0.98106384  0.01019304],[32.771313],[-1.211763    0.13485499]
319,1,[27.738533],[-0.74470836  0.00684236],[24.733725],[-0.42407614 -0.15209728],[36.686054],[-1.6862794  0.5204729],[39.9677],[-1.9227539  0.5991135],[37.920193],[-1.6580876   0.46218276]
319,2,[45.122185],[-2.3744237  0.7967321],[43.23454],[-2.0839221   0.66931087],[37.459755],[-1.8984748  0.6655455],[34.232735],[-0.7793278  -0.14040023],[34.42431],[-0.7602248  -0.16257668]
319,3,[35.45688],[-1.4178038   0.45177364],[37.67956],[-1.7976304   0.66014653],[34.782658],[-1.5407075   0.45302027],[34.839794],[-1.2486999   0.25214028],[35.019653],[-1.2391973  0.2457024]
320,0,[35.68938],[-1.5235306  0.4628117],[34.49092],[-1.4611031  0.5342063],[33.52253],[-1.4068304   0.45863163],[36.76974],[-1.5416594   0.39815158],[34.88739],[-1.354077    0.29904324]
320,1,[31.154753],[-1.169345    0.22646101],[29.095383],[-1.0102532  0.222288 ],[35.48546],[-1.5465072  0.4734925],[32.543903],[-0.7745203  -0.01946868],[32.628296],[-0.7978977   0.02181119]
320,2,[29.371128],[-0.92696726  0.0602311 ],[33.23124],[-1.5044881   0.44058818],[36.74799],[-1.6866574  0.438995 ],[34.35582],[-1.1231925  0.1727211],[34.278515],[-1.0801023   0.11890869]
320,3,[31.347279],[-1.1328475   0.26158106],[32.99501],[-1.3394774   0.42842227],[39.413086],[-2.101906    0.80382925],[39.424564],[-1.5790904   0.53427345],[40.02507],[-1.7026753  0.5819407]
321,0,[36.786682],[-1.3007483   0.35986805],[35.84388],[-1.3939723  0.3867663],[32.730953],[-1.0978824   0.17653073],[46.699146],[-2.2577443   0.66403383],[48.458504],[-2.3916628  0.7190164]
321,1,[26.904305],[-0.569802   -0.06645661],[27.7617],[-0.77099824  0.08336957],[27.452291],[-1.0467825   0.11192627],[29.975544],[-0.94837797  0.18239515],[30.337708],[-0.9521996   0.17432703]
321,2,[22.516083],[ 0.23725565 -0.4223554 ],[24.545301],[-0.12682267 -0.24090621],[30.647373],[-1.0280024  0.2316768],[32.996986],[-1.2619473   0.19538553],[30.913433],[-1.0336559   0.07665996]
321,3,[25.86035],[-0.38346422 -0.13851039],[25.361065],[-0.43783897 -0.07474067],[34.215294],[-1.3195504   0.38140112],[33.587734],[-1.1910235  0.2517181],[33.17961],[-1.1353476   0.20751007]
322,0,[30.204885],[-1.1124104   0.04748951],[31.271996],[-1.156917   0.0157344],[39.874084],[-2.1322749   0.91335386],[38.541035],[-1.8677427  0.5916122],[38.753014],[-1.858147    0.58289397]
322,1,[42.348915],[-2.1136532   0.65127116],[39.213684],[-1.9867371   0.62780654],[40.031906],[-2.1001925   0.74574107],[44.388294],[-1.995798    0.55767816],[43.46812],[-1.9128059   0.54409206]
322,2,[32.18064],[-1.267367    0.36831474],[31.661615],[-1.2564375   0.27443826],[36.46843],[-1.6299927  0.5132297],[32.28761],[-0.9133084  0.040015 ],[32.585808],[-0.8664466  -0.03225224]
322,3,[27.273376],[-0.63052297 -0.10070114],[25.76466],[-0.4506892  -0.15769584],[36.152763],[-1.528084   0.3617257],[32.25108],[-1.1620965   0.23948218],[31.37427],[-1.1027215   0.16891034]
323,0,[27.901873],[-0.700084   -0.02118061],[26.399986],[-0.51972723 -0.07742474],[35.736862],[-1.5757805   0.44842333],[35.093475],[-1.3676363   0.24955459],[34.888977],[-1.2614685   0.13573323]
323,1,[32.195885],[-0.96277523  0.34382927],[35.408443],[-1.4723071  0.6073403],[34.973087],[-1.480832    0.34274483],[34.14194],[-1.3620491  0.2542205],[34.97723],[-1.4141352   0.33016747]
323,2,[31.71814],[-1.0160322   0.28549218],[28.106539],[-0.5354717  -0.06607838],[37.229412],[-1.8788561  0.674676 ],[34.953503],[-1.1847556   0.35521364],[35.304794],[-1.2539706   0.38316047]
323,3,[51.681145],[-3.2573977  1.2604519],[39.16567],[-1.99548   0.690949],[39.348244],[-1.8089834   0.51774776],[33.90767],[-1.1178085  0.2527973],[37.294834],[-1.5431635  0.4762599]
324,0,[39.634804],[-2.020788  0.635458],[36.707413],[-1.7938567   0.56188023],[40.746216],[-1.6931257   0.42146128],[37.043655],[-1.7872508  0.4852329],[34.027424],[-1.418218   0.2371207]
324,1,[72.84233],[-4.9642696  1.7488763],[67.26171],[-4.51883    1.6656595],[35.071735],[-1.2676916  0.3448586],[49.491745],[-2.7220418   0.86572593],[46.067707],[-2.3794434   0.74246866]
324,2,[40.148262],[-1.9431125   0.80195695],[40.307507],[-2.1939456  0.9447431],[33.28027],[-1.3767754   0.35326576],[37.527462],[-1.4841026   0.44256562],[36.593357],[-1.3397834  0.3847161]
324,3,[33.112537],[-1.403626   0.4390853],[36.345882],[-1.8728098   0.73144335],[35.15913],[-1.5878538   0.33738345],[27.22631],[-0.7012796   0.00466618],[29.448416],[-0.9374666  0.1591763]
325,0,[39.35782],[-2.203895    0.78609645],[37.6644],[-1.9998497  0.736438 ],[38.007286],[-1.7917413   0.51932824],[34.17629],[-0.9315821  -0.06477734],[34.266594],[-0.9393382  -0.07693166]
325,1,[31.318766],[-1.1141204   0.08687951],[30.595146],[-1.1139641  0.1619425],[37.301567],[-1.6252965   0.45714664],[36.517483],[-1.5321878   0.34822887],[38.742836],[-1.7403257   0.43617105]
325,2,[39.766537],[-1.7861292  0.5224756],[44.725304],[-2.2275949  0.7510877],[36.044804],[-1.3691518   0.29861242],[42.311287],[-1.8930784   0.50695324],[44.994118],[-2.142773  0.597038]
325,3,[24.100998],[-0.22361363 -0.38598984],[23.10601],[-0.21863936 -0.39896107],[35.024315],[-1.4924837   0.36686665],[31.141554],[-1.0021473   0.04261781],[29.953669],[-0.8625505   0.00102788]
326,0,[36.431404],[-1.3077947   0.17095624],[35.101307],[-1.2006851   0.14942952],[40.623028],[-1.8578023   0.48645133],[33.857433],[-0.9737638  -0.02537273],[33.752884],[-0.95121384 -0.05173095]
326,1,[39.86802],[-2.0792751  0.7775969],[35.568825],[-1.5662955  0.5970176],[34.683456],[-1.4646213  0.4438275],[34.99823],[-1.1974391   0.16851701],[35.597374],[-1.315653    0.19691081]
326,2,[37.61283],[-1.6452668  0.4692104],[41.27132],[-2.1890714  0.6951744],[34.475094],[-1.2853677  0.2657113],[34.955444],[-1.1638709   0.08440106],[35.575336],[-1.3092176   0.14020081]
326,3,[59.10989],[-3.8794198  1.435534 ],[59.337036],[-3.8019009  1.3264036],[37.000713],[-1.682473    0.50100595],[45.902554],[-1.9835187  0.5019541],[45.0022],[-1.8266453   0.36798823]
327,0,[38.65703],[-1.9437181   0.53860134],[42.29196],[-2.324426   0.7689117],[34.21968],[-1.5571766   0.45573908],[38.025566],[-1.5067886  0.2776463],[38.231102],[-1.44534     0.23373945]
327,1,[35.131096],[-1.5631844  0.5436735],[33.204796],[-1.4883318   0.47346133],[44.452854],[-2.2502892  0.5717589],[44.00618],[-2.3624966   0.83498985],[41.857517],[-2.2403493   0.82465976]
327,2,[39.427547],[-1.878915    0.50188595],[41.094933],[-2.2382545   0.77514267],[38.740803],[-1.8555931   0.73408735],[34.508972],[-1.1554663   0.15217416],[33.67384],[-1.030918   0.0582947]
327,3,[33.138268],[-1.3263959  0.3508612],[30.75112],[-1.2507666  0.3548811],[40.70833],[-2.0108376  0.7350357],[29.672693],[-0.96992517  0.18507938],[30.391449],[-1.0458335   0.21769138]
328,0,[39.243866],[-1.7813613   0.35366702],[40.711483],[-1.8731071   0.52606404],[35.600037],[-1.2886143   0.31783068],[49.77918],[-2.696146    0.65657836],[44.61728],[-2.191674   0.5087189]
328,1,[25.91249],[-0.4267699  -0.16249847],[28.017138],[-0.81769323  0.12886079],[37.664772],[-1.7099084   0.49673313],[34.46471],[-1.361217   0.2713694],[33.592476],[-1.2486538   0.24078585]
328,2,[46.447403],[-2.6006143  1.0375818],[40.48418],[-2.0181055  0.7747173],[35.138115],[-1.3500966   0.19672363],[41.785896],[-1.7828995   0.47136807],[43.89407],[-1.9684919  0.5199238]
328,3,[29.77265],[-0.99740803  0.1442887 ],[28.707247],[-0.9015081  0.0126643],[39.87092],[-2.1053345  0.7962711],[34.436783],[-1.365628   0.4825546],[34.21037],[-1.3376517   0.42101085]
329,0,[32.561188],[-0.9338769   0.11813433],[35.571938],[-1.4585488  0.3493001],[32.79145],[-0.91779196  0.20116238],[38.87844],[-1.6768633   0.41601592],[37.422806],[-1.480025   0.3519348]
